Mth,BU,Tier,Site,Handled,Pres,Ext,Acc,Count
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo,,,34
202504,Broadband,Gold,Bangalore,1412,Discount-Upgrade|Discount-Retention|Cashback-Upgrade,,,38
202504,Broadband,Gold,Bangalore,1412,Discount-Welcome,,,33
202504,Broadband,Gold,Bangalore,1412,Bundle-Upgrade,Bundle-Upgrade,,7
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo|Cashback-Promo,,,14
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention|Cashback-Retention|Cashback-Promo,Cashback-Promo|Cashback-Retention,Cashback-Promo|Cashback-Retention,10
202504,Broadband,Gold,Bangalore,1412,Cashback-Retention|Loyalty-Upgrade|Cashback-Upgrade,,,33
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special|Loyalty-Welcome|Cashback-Retention,Speed-Boost-Special|Loyalty-Welcome|Cashback-Retention,Loyalty-Welcome,33
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo,Bundle-Promo,,9
202504,Broadband,Gold,Bangalore,1412,Cashback-Special|Speed-Boost-Promo|Bundle-Upgrade,Cashback-Special|Speed-Boost-Promo,Cashback-Special|Speed-Boost-Promo,36
202504,Broadband,Gold,Bangalore,1412,Discount-Promo|Loyalty-Retention,,,28
202504,Broadband,Gold,Bangalore,1412,Discount-Upgrade|Cashback-Upgrade,,,22
202504,Broadband,Gold,Bangalore,1412,Bundle-Special|Bundle-Retention|Discount-Retention,Discount-Retention,,9
202504,Broadband,Gold,Bangalore,1412,Loyalty-Welcome|Bundle-Retention|Discount-Special,,,47
202504,Broadband,Gold,Bangalore,1412,Cashback-Special|Bundle-Promo|Cashback-Retention,,,19
202504,Broadband,Gold,Bangalore,1412,Cashback-Special|Bundle-Upgrade,Bundle-Upgrade|Cashback-Special,,45
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special,,,10
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Loyalty-Retention|Discount-Special,Loyalty-Retention|Speed-Boost-Welcome|Discount-Special,,49
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention,Speed-Boost-Retention,,11
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome,,,10
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Cashback-Retention,,,20
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo|Cashback-Upgrade,,,45
202504,Broadband,Gold,Bangalore,1412,Discount-Promo|Discount-Retention,Discount-Retention,,14
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special|Speed-Boost-Welcome|Cashback-Upgrade,Speed-Boost-Special,,18
202504,Broadband,Gold,Bangalore,1412,Cashback-Promo,,,34
202504,Broadband,Gold,Bangalore,1412,Cashback-Upgrade|Discount-Special,,,48
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Discount-Promo,Speed-Boost-Upgrade,,50
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special,,,11
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special|Cashback-Welcome,Loyalty-Special|Cashback-Welcome,Loyalty-Special,46
202504,Broadband,Gold,Bangalore,1412,Bundle-Upgrade|Loyalty-Upgrade,Loyalty-Upgrade|Bundle-Upgrade,,42
202504,Broadband,Gold,Bangalore,1412,Discount-Retention,,,25
202504,Broadband,Gold,Bangalore,1412,Discount-Welcome|Cashback-Retention,,,29
202504,Broadband,Gold,Bangalore,1412,Discount-Promo|Loyalty-Retention,,,48
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special|Speed-Boost-Welcome,Speed-Boost-Welcome,,48
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special|Cashback-Retention|Speed-Boost-Retention,Speed-Boost-Special,,10
202504,Broadband,Gold,Bangalore,1412,Discount-Retention|Cashback-Welcome,,,24
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Cashback-Upgrade,,,15
202504,Broadband,Gold,Bangalore,1412,Discount-Promo|Loyalty-Special|Discount-Special,Discount-Special|Discount-Promo,,47
202504,Broadband,Gold,Bangalore,1412,Bundle-Retention|Cashback-Welcome,Cashback-Welcome,Cashback-Welcome,48
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Discount-Welcome|Loyalty-Upgrade,,,50
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention,Speed-Boost-Retention,,22
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Loyalty-Upgrade|Cashback-Upgrade,Speed-Boost-Upgrade|Cashback-Upgrade|Loyalty-Upgrade,Speed-Boost-Upgrade,36
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Loyalty-Special,Loyalty-Special,,18
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome,,,48
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo|Bundle-Promo,Bundle-Promo|Loyalty-Promo,,47
202504,Broadband,Gold,Bangalore,1412,Cashback-Special|Discount-Retention,Cashback-Special|Discount-Retention,,49
202504,Broadband,Gold,Bangalore,1412,Loyalty-Retention|Discount-Welcome|Cashback-Upgrade,,,37
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Loyalty-Retention|Cashback-Upgrade,Loyalty-Retention|Cashback-Upgrade|Speed-Boost-Welcome,,37
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Cashback-Promo,,,28
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo|Loyalty-Special|Speed-Boost-Welcome,,,11
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo,,,29
202504,Broadband,Gold,Bangalore,1412,Discount-Upgrade,Discount-Upgrade,,24
202504,Broadband,Gold,Bangalore,1412,Cashback-Welcome,,,33
202504,Broadband,Gold,Bangalore,1412,Bundle-Retention,,,18
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo|Loyalty-Welcome|Cashback-Promo,Speed-Boost-Promo|Loyalty-Welcome|Cashback-Promo,Speed-Boost-Promo|Cashback-Promo|Loyalty-Welcome,40
202504,Broadband,Gold,Bangalore,1412,Cashback-Promo,,,36
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Loyalty-Upgrade,,,16
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special,Speed-Boost-Special,,39
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Bundle-Upgrade|Discount-Special,Bundle-Welcome,Bundle-Welcome,50
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo,,,15
202504,Broadband,Gold,Bangalore,1412,Bundle-Special|Discount-Special,Bundle-Special|Discount-Special,,38
202504,Broadband,Gold,Bangalore,1412,Bundle-Special|Speed-Boost-Upgrade,,,8
202504,Broadband,Gold,Bangalore,1412,Discount-Retention,,,49
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo,,,28
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention|Bundle-Welcome|Cashback-Upgrade,Speed-Boost-Retention|Cashback-Upgrade,Speed-Boost-Retention,49
202504,Broadband,Gold,Bangalore,1412,Discount-Special,,,13
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Cashback-Welcome,,,28
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Discount-Upgrade|Cashback-Promo,Discount-Upgrade,Discount-Upgrade,31
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Cashback-Welcome,,,43
202504,Broadband,Gold,Bangalore,1412,Discount-Promo|Loyalty-Upgrade|Cashback-Welcome,Discount-Promo,,7
202504,Broadband,Gold,Bangalore,1412,Loyalty-Welcome,Loyalty-Welcome,,44
202504,Broadband,Gold,Bangalore,1412,Bundle-Special|Discount-Promo,Discount-Promo|Bundle-Special,,41
202504,Broadband,Gold,Bangalore,1412,Bundle-Special|Loyalty-Special|Discount-Special,,,39
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention,Speed-Boost-Retention,,24
202504,Broadband,Gold,Bangalore,1412,Cashback-Promo,Cashback-Promo,,39
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome,Bundle-Welcome,,35
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special|Discount-Retention|Cashback-Welcome,Cashback-Welcome,,44
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo,Loyalty-Promo,,26
202504,Broadband,Gold,Bangalore,1412,Discount-Welcome|Bundle-Retention|Cashback-Promo,Cashback-Promo|Bundle-Retention,,32
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Loyalty-Retention,Loyalty-Retention,Loyalty-Retention,6
202504,Broadband,Gold,Bangalore,1412,Discount-Promo|Bundle-Promo|Cashback-Retention,,,13
202504,Broadband,Gold,Bangalore,1412,Cashback-Special|Discount-Welcome,,,15
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo|Speed-Boost-Promo|Discount-Welcome,,,10
202504,Broadband,Gold,Bangalore,1412,Discount-Special,,,18
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo|Discount-Promo|Speed-Boost-Special,Speed-Boost-Special|Loyalty-Promo,,48
202504,Broadband,Gold,Bangalore,1412,Discount-Retention,Discount-Retention,,48
202504,Broadband,Gold,Bangalore,1412,Discount-Upgrade,,,40
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special|Speed-Boost-Promo|Loyalty-Welcome,Loyalty-Welcome,,9
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Loyalty-Retention,,,6
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo|Cashback-Promo,Cashback-Promo|Bundle-Promo,,28
202504,Broadband,Gold,Bangalore,1412,Discount-Welcome,,,48
202504,Broadband,Gold,Bangalore,1412,Bundle-Upgrade,,,31
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo,,,7
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo|Discount-Upgrade|Cashback-Welcome,,,18
202504,Broadband,Gold,Bangalore,1412,Discount-Welcome|Discount-Special,Discount-Special,Discount-Special,35
202504,Broadband,Gold,Bangalore,1412,Cashback-Upgrade,,,11
202504,Broadband,Gold,Bangalore,1412,Bundle-Special|Discount-Upgrade|Bundle-Retention,Discount-Upgrade|Bundle-Special|Bundle-Retention,,34
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention,Speed-Boost-Retention,,37
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special|Loyalty-Upgrade|Cashback-Upgrade,,,29
202504,Broadband,Gold,Bangalore,1412,Bundle-Upgrade,,,6
202504,Broadband,Gold,Bangalore,1412,Bundle-Retention,,,22
202504,Broadband,Gold,Bangalore,1412,Loyalty-Retention,Loyalty-Retention,,7
202504,Broadband,Gold,Bangalore,1412,Loyalty-Upgrade,Loyalty-Upgrade,,15
202504,Broadband,Gold,Bangalore,1412,Loyalty-Retention|Loyalty-Welcome,Loyalty-Retention,,18
202504,Broadband,Gold,Bangalore,1412,Discount-Special|Cashback-Promo,Discount-Special|Cashback-Promo,,50
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention,,,9
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special|Bundle-Upgrade,Loyalty-Special,Loyalty-Special,14
202504,Broadband,Gold,Bangalore,1412,Cashback-Retention,,,28
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Speed-Boost-Promo,Speed-Boost-Promo,,32
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Cashback-Upgrade,,,19
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome,,,16
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo|Loyalty-Special|Discount-Retention,Speed-Boost-Promo|Discount-Retention,,23
202504,Broadband,Gold,Bangalore,1412,Bundle-Upgrade,,,22
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo|Discount-Promo,,,50
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Cashback-Promo|Cashback-Upgrade,Cashback-Promo|Cashback-Upgrade|Speed-Boost-Welcome,,41
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Discount-Promo,Discount-Promo,,36
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo|Bundle-Upgrade|Discount-Special,Bundle-Promo|Bundle-Upgrade|Discount-Special,Discount-Special,43
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Discount-Retention,,,49
202504,Broadband,Gold,Bangalore,1412,Bundle-Upgrade,,,25
202504,Broadband,Gold,Bangalore,1412,Discount-Special,,,10
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special|Bundle-Welcome|Discount-Welcome,,,30
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo|Loyalty-Upgrade,,,16
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Loyalty-Retention,Loyalty-Retention|Speed-Boost-Upgrade,Speed-Boost-Upgrade|Loyalty-Retention,17
202504,Broadband,Gold,Bangalore,1412,Cashback-Retention|Speed-Boost-Retention,Cashback-Retention|Speed-Boost-Retention,,46
202504,Broadband,Gold,Bangalore,1412,Discount-Welcome,,,26
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special|Loyalty-Special|Discount-Welcome,Loyalty-Special|Speed-Boost-Special|Discount-Welcome,Discount-Welcome|Speed-Boost-Special|Loyalty-Special,9
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome,,,31
202504,Broadband,Gold,Bangalore,1412,Loyalty-Promo|Loyalty-Welcome,Loyalty-Welcome,,41
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Cashback-Retention|Cashback-Welcome,,,9
202504,Broadband,Gold,Bangalore,1412,Bundle-Promo|Loyalty-Special|Bundle-Upgrade,Bundle-Upgrade,Bundle-Upgrade,41
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Discount-Welcome,,,15
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade,,,15
202504,Broadband,Gold,Bangalore,1412,Bundle-Retention|Loyalty-Upgrade|Cashback-Upgrade,,,49
202504,Broadband,Gold,Bangalore,1412,Loyalty-Retention|Discount-Welcome,Discount-Welcome|Loyalty-Retention,,17
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Discount-Upgrade,Speed-Boost-Welcome|Discount-Upgrade,,21
202504,Broadband,Gold,Bangalore,1412,Discount-Promo,,,46
202504,Broadband,Gold,Bangalore,1412,Cashback-Special|Discount-Special,,,28
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Loyalty-Retention,,,33
202504,Broadband,Gold,Bangalore,1412,Bundle-Retention|Bundle-Promo|Cashback-Retention,,,23
202504,Broadband,Gold,Bangalore,1412,Bundle-Retention|Loyalty-Upgrade|Speed-Boost-Retention,Loyalty-Upgrade,,16
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Loyalty-Special|Bundle-Retention,Loyalty-Special|Speed-Boost-Upgrade|Bundle-Retention,,19
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special,,,34
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special,Speed-Boost-Special,,39
202504,Broadband,Gold,Bangalore,1412,Loyalty-Retention|Speed-Boost-Retention,,,18
202504,Broadband,Gold,Bangalore,1412,Bundle-Upgrade|Loyalty-Upgrade,Loyalty-Upgrade|Bundle-Upgrade,,20
202504,Broadband,Gold,Bangalore,1412,Cashback-Welcome,Cashback-Welcome,,36
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention|Discount-Special,Speed-Boost-Retention|Discount-Special,,5
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special,Speed-Boost-Special,,37
202504,Broadband,Gold,Bangalore,1412,Discount-Upgrade,,,41
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special,,,18
202504,Broadband,Gold,Bangalore,1412,Cashback-Special|Loyalty-Welcome,Loyalty-Welcome|Cashback-Special,,12
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Speed-Boost-Retention|Cashback-Upgrade,,,8
202504,Broadband,Gold,Bangalore,1412,Cashback-Welcome,Cashback-Welcome,,47
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome,Bundle-Welcome,,29
202504,Broadband,Gold,Bangalore,1412,Bundle-Special,,,33
202504,Broadband,Gold,Bangalore,1412,Bundle-Special|Loyalty-Upgrade,,,49
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Welcome|Cashback-Retention,,,43
202504,Broadband,Gold,Bangalore,1412,Cashback-Upgrade|Cashback-Promo,,,11
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade,Speed-Boost-Upgrade,,38
202504,Broadband,Gold,Bangalore,1412,Discount-Retention,Discount-Retention,,43
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Upgrade|Discount-Promo|Bundle-Promo,Speed-Boost-Upgrade|Bundle-Promo,Speed-Boost-Upgrade,48
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Special,Speed-Boost-Special,,41
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo|Bundle-Promo,,,35
202504,Broadband,Gold,Bangalore,1412,Bundle-Retention,,,45
202504,Broadband,Gold,Bangalore,1412,Discount-Special|Cashback-Welcome|Cashback-Promo,Cashback-Welcome|Discount-Special,Discount-Special|Cashback-Welcome,10
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention|Loyalty-Upgrade|Cashback-Welcome,,,32
202504,Broadband,Gold,Bangalore,1412,Loyalty-Special|Discount-Welcome|Speed-Boost-Welcome,,,41
202504,Broadband,Gold,Bangalore,1412,Discount-Special,Discount-Special,,50
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Retention,,,27
202504,Broadband,Gold,Bangalore,1412,Loyalty-Upgrade,Loyalty-Upgrade,,9
202504,Broadband,Gold,Bangalore,1412,Speed-Boost-Promo|Discount-Special,Speed-Boost-Promo|Discount-Special,Speed-Boost-Promo|Discount-Special,31
202504,Broadband,Gold,Bangalore,1412,Bundle-Welcome|Loyalty-Retention,Bundle-Welcome,,16
202504,Broadband,Gold,Bangalore,1412,Loyalty-Retention|Cashback-Retention,Loyalty-Retention|Cashback-Retention,,5
202504,Broadband,Gold,Bangalore,1412,Discount-Retention|Cashback-Welcome,,,19
202504,Broadband,Gold,Chennai,2274,Discount-Upgrade,Discount-Upgrade,,36
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Upgrade,,,43
202504,Broadband,Gold,Chennai,2274,Bundle-Upgrade|Discount-Special,,,36
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Upgrade|Loyalty-Retention,,,26
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Promo,,,22
202504,Broadband,Gold,Chennai,2274,Loyalty-Welcome,,,15
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special,,,21
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special|Speed-Boost-Welcome|Discount-Upgrade,Speed-Boost-Special,,16
202504,Broadband,Gold,Chennai,2274,Loyalty-Promo|Loyalty-Retention,,,34
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Speed-Boost-Welcome|Speed-Boost-Promo,,,19
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Speed-Boost-Promo,,,34
202504,Broadband,Gold,Chennai,2274,Discount-Retention|Loyalty-Upgrade|Discount-Special,Discount-Special|Loyalty-Upgrade,Discount-Special|Loyalty-Upgrade,26
202504,Broadband,Gold,Chennai,2274,Discount-Welcome,,,47
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special|Speed-Boost-Promo|Bundle-Welcome,,,18
202504,Broadband,Gold,Chennai,2274,Bundle-Special|Bundle-Retention,,,22
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Discount-Upgrade|Speed-Boost-Welcome,Discount-Promo,,6
202504,Broadband,Gold,Chennai,2274,Discount-Upgrade|Loyalty-Welcome|Cashback-Upgrade,Discount-Upgrade|Cashback-Upgrade,Cashback-Upgrade,17
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Welcome,Speed-Boost-Welcome,,42
202504,Broadband,Gold,Chennai,2274,Cashback-Special|Loyalty-Welcome,Loyalty-Welcome,Loyalty-Welcome,50
202504,Broadband,Gold,Chennai,2274,Cashback-Special|Discount-Welcome,Discount-Welcome,,18
202504,Broadband,Gold,Chennai,2274,Discount-Welcome|Cashback-Retention,Cashback-Retention|Discount-Welcome,,29
202504,Broadband,Gold,Chennai,2274,Cashback-Special,,,28
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Upgrade|Bundle-Retention,Speed-Boost-Upgrade|Bundle-Retention,,27
202504,Broadband,Gold,Chennai,2274,Bundle-Retention|Cashback-Upgrade,,,28
202504,Broadband,Gold,Chennai,2274,Discount-Welcome|Discount-Special|Cashback-Promo,Discount-Welcome|Cashback-Promo|Discount-Special,Discount-Welcome|Discount-Special|Cashback-Promo,18
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Retention,,,34
202504,Broadband,Gold,Chennai,2274,Cashback-Promo|Bundle-Promo|Cashback-Upgrade,Cashback-Promo|Cashback-Upgrade,,19
202504,Broadband,Gold,Chennai,2274,Cashback-Special|Bundle-Promo|Discount-Welcome,Cashback-Special|Discount-Welcome,Cashback-Special,9
202504,Broadband,Gold,Chennai,2274,Cashback-Special|Discount-Upgrade|Bundle-Retention,,,12
202504,Broadband,Gold,Chennai,2274,Bundle-Welcome,Bundle-Welcome,,5
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special|Loyalty-Upgrade|Cashback-Welcome,,,31
202504,Broadband,Gold,Chennai,2274,Bundle-Upgrade,,,26
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Welcome|Speed-Boost-Promo,Speed-Boost-Welcome,,5
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Welcome|Discount-Welcome|Loyalty-Welcome,,,50
202504,Broadband,Gold,Chennai,2274,Cashback-Welcome,,,48
202504,Broadband,Gold,Chennai,2274,Discount-Welcome,Discount-Welcome,,43
202504,Broadband,Gold,Chennai,2274,Cashback-Special,Cashback-Special,,39
202504,Broadband,Gold,Chennai,2274,Loyalty-Promo,,,11
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special|Cashback-Retention,,,23
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Upgrade|Discount-Retention|Discount-Special,,,50
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Loyalty-Retention|Speed-Boost-Retention,,,8
202504,Broadband,Gold,Chennai,2274,Bundle-Retention,,,6
202504,Broadband,Gold,Chennai,2274,Cashback-Retention,,,5
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Retention|Cashback-Retention|Cashback-Welcome,Cashback-Welcome|Cashback-Retention|Speed-Boost-Retention,Cashback-Welcome|Cashback-Retention|Speed-Boost-Retention,10
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special|Loyalty-Retention|Cashback-Welcome,,,32
202504,Broadband,Gold,Chennai,2274,Cashback-Welcome,,,48
202504,Broadband,Gold,Chennai,2274,Loyalty-Special|Bundle-Retention|Cashback-Upgrade,,,17
202504,Broadband,Gold,Chennai,2274,Discount-Welcome|Discount-Special,,,28
202504,Broadband,Gold,Chennai,2274,Cashback-Upgrade|Cashback-Welcome,,,28
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special|Discount-Welcome,Speed-Boost-Special|Discount-Welcome,,24
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Promo|Cashback-Welcome,,,44
202504,Broadband,Gold,Chennai,2274,Bundle-Promo|Cashback-Upgrade,,,30
202504,Broadband,Gold,Chennai,2274,Loyalty-Promo|Loyalty-Special|Speed-Boost-Welcome,,,10
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Bundle-Welcome,,,27
202504,Broadband,Gold,Chennai,2274,Bundle-Promo|Discount-Special,,,13
202504,Broadband,Gold,Chennai,2274,Loyalty-Special,,,33
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Cashback-Retention,Discount-Promo|Cashback-Retention,,9
202504,Broadband,Gold,Chennai,2274,Discount-Upgrade,,,20
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Cashback-Retention,Discount-Promo|Cashback-Retention,Cashback-Retention,32
202504,Broadband,Gold,Chennai,2274,Bundle-Upgrade|Discount-Retention,,,41
202504,Broadband,Gold,Chennai,2274,Bundle-Retention|Cashback-Upgrade,,,15
202504,Broadband,Gold,Chennai,2274,Cashback-Retention|Speed-Boost-Special|Loyalty-Welcome,,,23
202504,Broadband,Gold,Chennai,2274,Bundle-Upgrade|Cashback-Upgrade,,,45
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Welcome,,,47
202504,Broadband,Gold,Chennai,2274,Cashback-Promo|Loyalty-Welcome|Discount-Special,,,37
202504,Broadband,Gold,Chennai,2274,Bundle-Special|Discount-Special,,,43
202504,Broadband,Gold,Chennai,2274,Cashback-Special,,,49
202504,Broadband,Gold,Chennai,2274,Discount-Welcome|Discount-Retention,,,16
202504,Broadband,Gold,Chennai,2274,Bundle-Promo|Loyalty-Retention|Cashback-Promo,,,31
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Upgrade|Discount-Special,,,5
202504,Broadband,Gold,Chennai,2274,Bundle-Special|Discount-Promo|Discount-Special,,,23
202504,Broadband,Gold,Chennai,2274,Loyalty-Retention,,,50
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Retention,Speed-Boost-Retention,,21
202504,Broadband,Gold,Chennai,2274,Bundle-Special|Bundle-Welcome,,,40
202504,Broadband,Gold,Chennai,2274,Bundle-Welcome,,,16
202504,Broadband,Gold,Chennai,2274,Discount-Upgrade,,,21
202504,Broadband,Gold,Chennai,2274,Bundle-Special,,,27
202504,Broadband,Gold,Chennai,2274,Bundle-Upgrade,Bundle-Upgrade,,39
202504,Broadband,Gold,Chennai,2274,Bundle-Special|Discount-Promo,Discount-Promo,,47
202504,Broadband,Gold,Chennai,2274,Cashback-Upgrade,Cashback-Upgrade,,35
202504,Broadband,Gold,Chennai,2274,Cashback-Retention,Cashback-Retention,,17
202504,Broadband,Gold,Chennai,2274,Discount-Welcome|Discount-Retention,Discount-Welcome,,22
202504,Broadband,Gold,Chennai,2274,Loyalty-Promo|Speed-Boost-Promo,,,47
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Special|Speed-Boost-Promo,,,45
202504,Broadband,Gold,Chennai,2274,Bundle-Promo|Loyalty-Retention,,,15
202504,Broadband,Gold,Chennai,2274,Bundle-Retention|Discount-Retention|Cashback-Welcome,Discount-Retention,,29
202504,Broadband,Gold,Chennai,2274,Cashback-Special,,,31
202504,Broadband,Gold,Chennai,2274,Cashback-Promo|Cashback-Upgrade,Cashback-Upgrade|Cashback-Promo,Cashback-Upgrade,10
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Cashback-Welcome,,,49
202504,Broadband,Gold,Chennai,2274,Cashback-Special|Speed-Boost-Upgrade|Discount-Retention,Cashback-Special,Cashback-Special,16
202504,Broadband,Gold,Chennai,2274,Loyalty-Promo,,,10
202504,Broadband,Gold,Chennai,2274,Cashback-Special,,,17
202504,Broadband,Gold,Chennai,2274,Bundle-Upgrade|Loyalty-Welcome,,,33
202504,Broadband,Gold,Chennai,2274,Discount-Promo|Cashback-Welcome,,,38
202504,Broadband,Gold,Chennai,2274,Bundle-Welcome|Discount-Welcome|Cashback-Promo,,,31
202504,Broadband,Gold,Chennai,2274,Bundle-Special|Loyalty-Special|Loyalty-Welcome,Loyalty-Welcome|Loyalty-Special,,14
202504,Broadband,Gold,Chennai,2274,Discount-Upgrade,,,5
202504,Broadband,Gold,Chennai,2274,Speed-Boost-Promo|Loyalty-Welcome,,,10
